Plant Name,Updated Time,Time Zone,Production Power(W),Consumption Power(W),Grid Power(W),Feed-in Power(W),Purchasing Power(W),Battery Power(W),Charging Power(W),Discharging Power(W),SoC(%)
Brierton,2023/07/19 11:20,UTCZ,1900.00,3080.00,30.00,30.00,,-1200.00,,-1200.00,92.00
Brierton,2023/07/19 11:25,UTCZ,2500.00,3540.00,10.00,10.00,,-1000.00,,-1000.00,90.00
Brierton,2023/07/19 11:30,UTCZ,4700.00,3500.00,500.00,500.00,,1000.00,1000.00,,91.00
Brierton,2023/07/19 11:35,UTCZ,5500.00,3270.00,820.00,820.00,,1000.00,1000.00,,92.00
Brierton,2023/07/19 11:40,UTCZ,3400.00,5580.00,-20.00,,-20.00,-2400.00,,-2400.00,93.00
Brierton,2023/07/19 11:45,UTCZ,5700.00,3240.00,300.00,300.00,,1000.00,1000.00,,92.00
Brierton,2023/07/19 11:50,UTCZ,3500.00,3150.00,10.00,10.00,,100.00,100.00,,94.00
Brierton,2023/07/19 11:55,UTCZ,3400.00,3090.00,0.00,,,0.00,,,95.00
Brierton,2023/07/19 12:00,UTCZ,2500.00,270.00,1060.00,1060.00,,1000.00,1000.00,,96.00
Brierton,2023/07/19 12:05,UTCZ,2000.00,290.00,610.00,610.00,,1000.00,1000.00,,97.00
Brierton,2023/07/19 12:10,UTCZ,2100.00,250.00,1160.00,1160.00,,500.00,500.00,,99.00
Brierton,2023/07/19 12:15,UTCZ,2100.00,250.00,1160.00,1160.00,,500.00,500.00,,99.00
Brierton,2023/07/19 12:20,UTCZ,2900.00,270.00,1970.00,1970.00,,400.00,400.00,,99.00
Brierton,2023/07/19 12:25,UTCZ,3300.00,440.00,2700.00,2700.00,,0.00,,,99.00
Brierton,2023/07/19 12:30,UTCZ,5900.00,410.00,4940.00,4940.00,,0.00,,,100.00
Brierton,2023/07/19 12:35,UTCZ,2600.00,400.00,2080.00,2080.00,,0.00,,,100.00
Brierton,2023/07/19 12:40,UTCZ,2000.00,270.00,1690.00,1690.00,,0.00,,,100.00
Brierton,2023/07/19 12:45,UTCZ,1800.00,250.00,1450.00,1450.00,,0.00,,,100.00
Brierton,2023/07/19 12:50,UTCZ,1800.00,260.00,1490.00,1490.00,,0.00,,,100.00
Brierton,2023/07/19 12:55,UTCZ,1900.00,250.00,1550.00,1550.00,,0.00,,,100.00
Brierton,2023/07/19 13:00,UTCZ,2000.00,290.00,1710.00,1710.00,,0.00,,,100.00
Brierton,2023/07/19 13:05,UTCZ,2100.00,430.00,1580.00,1580.00,,0.00,,,100.00
Brierton,2023/07/19 13:10,UTCZ,2300.00,440.00,1800.00,1800.00,,0.00,,,100.00
Brierton,2023/07/19 13:15,UTCZ,2600.00,460.00,2160.00,2160.00,,0.00,,,100.00
Brierton,2023/07/19 13:20,UTCZ,2900.00,450.00,2370.00,2370.00,,0.00,,,100.00
Brierton,2023/07/19 13:25,UTCZ,3000.00,310.00,2660.00,2660.00,,0.00,,,100.00
Brierton,2023/07/19 13:30,UTCZ,3100.00,310.00,2770.00,2770.00,,0.00,,,100.00
Brierton,2023/07/19 13:35,UTCZ,2900.00,320.00,2500.00,2500.00,,0.00,,,99.00
Brierton,2023/07/19 13:40,UTCZ,2600.00,290.00,2290.00,2290.00,,0.00,,,99.00
Brierton,2023/07/19 13:45,UTCZ,2500.00,540.00,1940.00,1940.00,,0.00,,,99.00
Brierton,2023/07/19 13:50,UTCZ,2400.00,400.00,1940.00,1940.00,,0.00,,,99.00
Brierton,2023/07/19 13:55,UTCZ,2700.00,460.00,2230.00,2230.00,,0.00,,,99.00
Brierton,2023/07/19 14:05,UTCZ,5300.00,430.00,4700.00,4700.00,,0.00,,,99.00
Brierton,2023/07/19 14:10,UTCZ,4600.00,3120.00,670.00,670.00,,0.00,,,99.00
Brierton,2023/07/19 14:15,UTCZ,2400.00,2920.00,120.00,120.00,,-700.00,,-700.00,99.00
Brierton,2023/07/19 14:20,UTCZ,1700.00,330.00,1400.00,1400.00,,0.00,,,99.00
Brierton,2023/07/19 14:25,UTCZ,1300.00,360.00,830.00,830.00,,0.00,,,98.00
Brierton,2023/07/19 14:30,UTCZ,1600.00,640.00,900.00,900.00,,0.00,,,97.00
Brierton,2023/07/19 14:35,UTCZ,1900.00,620.00,1230.00,1230.00,,0.00,,,97.00
Brierton,2023/07/19 14:40,UTCZ,1300.00,670.00,620.00,620.00,,0.00,,,97.00
Brierton,2023/07/19 14:45,UTCZ,1500.00,610.00,820.00,820.00,,0.00,,,97.00
Brierton,2023/07/19 14:50,UTCZ,1600.00,670.00,920.00,920.00,,0.00,,,97.00
Brierton,2023/07/19 14:55,UTCZ,1500.00,710.00,750.00,750.00,,0.00,,,97.00
Brierton,2023/07/19 15:00,UTCZ,1800.00,570.00,1120.00,1120.00,,0.00,,,97.00
Brierton,2023/07/19 15:05,UTCZ,2600.00,750.00,1840.00,1840.00,,0.00,,,97.00
Brierton,2023/07/19 15:10,UTCZ,2900.00,850.00,2000.00,2000.00,,0.00,,,97.00
Brierton,2023/07/19 15:15,UTCZ,2200.00,850.00,1340.00,1340.00,,0.00,,,97.00
Brierton,2023/07/19 15:20,UTCZ,1700.00,870.00,810.00,810.00,,0.00,,,97.00
Brierton,2023/07/19 15:25,UTCZ,1400.00,720.00,650.00,650.00,,0.00,,,97.00
Brierton,2023/07/19 15:30,UTCZ,1500.00,780.00,710.00,710.00,,0.00,,,97.00
Brierton,2023/07/19 15:35,UTCZ,2100.00,740.00,1350.00,1350.00,,0.00,,,97.00
Brierton,2023/07/19 15:40,UTCZ,2100.00,720.00,1350.00,1350.00,,0.00,,,97.00
Brierton,2023/07/19 15:45,UTCZ,1800.00,740.00,1020.00,1020.00,,0.00,,,97.00
Brierton,2023/07/19 15:50,UTCZ,1500.00,750.00,750.00,750.00,,0.00,,,97.00
Brierton,2023/07/19 15:55,UTCZ,1400.00,730.00,650.00,650.00,,0.00,,,97.00
Brierton,2023/07/19 16:00,UTCZ,1300.00,530.00,730.00,730.00,,0.00,,,97.00
Brierton,2023/07/19 16:05,UTCZ,1100.00,660.00,450.00,450.00,,0.00,,,97.00
Brierton,2023/07/19 16:10,UTCZ,900.00,630.00,230.00,230.00,,0.00,,,97.00
Brierton,2023/07/19 16:15,UTCZ,900.00,790.00,150.00,150.00,,0.00,,,97.00
Brierton,2023/07/19 16:20,UTCZ,900.00,590.00,190.00,190.00,,0.00,,,97.00
Brierton,2023/07/19 16:25,UTCZ,800.00,650.00,150.00,150.00,,0.00,,,97.00
Brierton,2023/07/19 16:30,UTCZ,800.00,780.00,-50.00,,-50.00,0.00,,,97.00
Brierton,2023/07/19 16:35,UTCZ,700.00,780.00,0.00,,,-100.00,,-100.00,97.00
Brierton,2023/07/19 16:40,UTCZ,800.00,800.00,30.00,30.00,,0.00,,,97.00
Brierton,2023/07/19 16:45,UTCZ,1000.00,770.00,20.00,20.00,,0.00,,,95.00
Brierton,2023/07/19 16:55,UTCZ,1000.00,770.00,20.00,20.00,,0.00,,,95.00
Brierton,2023/07/19 17:00,UTCZ,1300.00,3290.00,140.00,140.00,,-1800.00,,-1800.00,92.00
Brierton,2023/07/19 17:05,UTCZ,1300.00,3070.00,190.00,190.00,,-1600.00,,-1600.00,89.00
Brierton,2023/07/19 17:10,UTCZ,1300.00,4040.00,-250.00,,-250.00,-2500.00,,-2500.00,86.00
Brierton,2023/07/19 17:15,UTCZ,1300.00,1900.00,-100.00,,-100.00,-500.00,,-500.00,83.00
Brierton,2023/07/19 17:20,UTCZ,1400.00,1490.00,120.00,120.00,,200.00,200.00,,83.00
Brierton,2023/07/19 17:25,UTCZ,1600.00,770.00,0.00,,,700.00,700.00,,84.00
Brierton,2023/07/19 17:30,UTCZ,1600.00,770.00,30.00,30.00,,600.00,600.00,,85.00
Brierton,2023/07/19 17:35,UTCZ,1500.00,720.00,-20.00,,-20.00,600.00,600.00,,86.00
Brierton,2023/07/19 17:40,UTCZ,1800.00,750.00,10.00,10.00,,900.00,900.00,,88.00
Brierton,2023/07/19 17:45,UTCZ,1800.00,680.00,-70.00,,-70.00,900.00,900.00,,89.00
Brierton,2023/07/19 17:50,UTCZ,1800.00,680.00,-70.00,,-70.00,900.00,900.00,,89.00
Brierton,2023/07/19 17:55,UTCZ,2600.00,720.00,590.00,590.00,,1000.00,1000.00,,91.00
Brierton,2023/07/19 18:00,UTCZ,2900.00,800.00,920.00,920.00,,1000.00,1000.00,,93.00
Brierton,2023/07/19 18:05,UTCZ,2200.00,2240.00,0.00,,,0.00,,,94.00
Brierton,2023/07/19 18:10,UTCZ,1200.00,660.00,-20.00,,-20.00,400.00,400.00,,95.00
Brierton,2023/07/19 18:15,UTCZ,800.00,560.00,10.00,10.00,,100.00,100.00,,95.00
Brierton,2023/07/19 18:20,UTCZ,500.00,700.00,0.00,,,-200.00,,-200.00,95.00
Brierton,2023/07/19 18:25,UTCZ,200.00,710.00,-30.00,,-30.00,-500.00,,-500.00,95.00
Brierton,2023/07/19 18:30,UTCZ,200.00,720.00,-10.00,,-10.00,-500.00,,-500.00,94.00
Brierton,2023/07/19 18:35,UTCZ,300.00,780.00,-20.00,,-20.00,-400.00,,-400.00,93.00
Brierton,2023/07/19 18:40,UTCZ,400.00,730.00,100.00,100.00,,-200.00,,-200.00,93.00
Brierton,2023/07/19 18:45,UTCZ,400.00,740.00,-60.00,,-60.00,-300.00,,-300.00,92.00
Brierton,2023/07/19 18:50,UTCZ,500.00,490.00,0.00,,,0.00,,,90.00
Brierton,2023/07/19 18:55,UTCZ,800.00,430.00,10.00,10.00,,200.00,200.00,,90.00
Brierton,2023/07/19 19:00,UTCZ,1000.00,3440.00,0.00,,,-2600.00,,-2600.00,89.00
Brierton,2023/07/19 19:05,UTCZ,1000.00,530.00,0.00,,,300.00,300.00,,89.00
Brierton,2023/07/19 19:10,UTCZ,800.00,790.00,0.00,,,-100.00,,-100.00,89.00
Brierton,2023/07/19 19:15,UTCZ,800.00,1990.00,10.00,10.00,,-1300.00,,-1300.00,88.00
Brierton,2023/07/19 19:20,UTCZ,800.00,790.00,0.00,,,0.00,,,87.00
Brierton,2023/07/19 19:25,UTCZ,600.00,870.00,80.00,80.00,,-100.00,,-100.00,87.00
Brierton,2023/07/19 19:30,UTCZ,600.00,820.00,20.00,20.00,,-200.00,,-200.00,87.00
Brierton,2023/07/19 19:35,UTCZ,600.00,820.00,20.00,20.00,,-200.00,,-200.00,87.00
Brierton,2023/07/19 19:45,UTCZ,500.00,810.00,-50.00,,-50.00,-200.00,,-200.00,86.00
Brierton,2023/07/19 19:50,UTCZ,500.00,810.00,-50.00,,-50.00,-200.00,,-200.00,86.00
Brierton,2023/07/19 19:55,UTCZ,500.00,560.00,10.00,10.00,,0.00,,,86.00
Brierton,2023/07/19 20:00,UTCZ,500.00,660.00,110.00,110.00,,-100.00,,-100.00,86.00
Brierton,2023/07/19 20:05,UTCZ,400.00,700.00,10.00,10.00,,-200.00,,-200.00,85.00
Brierton,2023/07/19 20:10,UTCZ,400.00,810.00,40.00,40.00,,-300.00,,-300.00,85.00
Brierton,2023/07/19 20:15,UTCZ,300.00,850.00,10.00,10.00,,-400.00,,-400.00,84.00
Brierton,2023/07/19 20:20,UTCZ,300.00,860.00,-10.00,,-10.00,-500.00,,-500.00,83.00
Brierton,2023/07/19 20:25,UTCZ,200.00,770.00,-30.00,,-30.00,-500.00,,-500.00,82.00
Brierton,2023/07/19 20:30,UTCZ,200.00,750.00,-20.00,,-20.00,-600.00,,-600.00,81.00
Brierton,2023/07/19 20:35,UTCZ,100.00,790.00,20.00,20.00,,-600.00,,-600.00,80.00
Brierton,2023/07/19 20:40,UTCZ,0.00,600.00,-20.00,,-20.00,-500.00,,-500.00,79.00
Brierton,2023/07/19 20:45,UTCZ,0.00,590.00,-20.00,,-20.00,-600.00,,-600.00,78.00
Brierton,2023/07/19 20:50,UTCZ,0.00,610.00,10.00,10.00,,-600.00,,-600.00,77.00
Brierton,2023/07/19 20:55,UTCZ,0.00,710.00,30.00,30.00,,-600.00,,-600.00,76.00
Brierton,2023/07/19 21:00,UTCZ,0.00,630.00,-10.00,,-10.00,-600.00,,-600.00,75.00
Brierton,2023/07/19 21:05,UTCZ,0.00,680.00,-10.00,,-10.00,-700.00,,-700.00,73.00
Brierton,2023/07/19 21:10,UTCZ,0.00,780.00,20.00,20.00,,-800.00,,-800.00,71.00
Brierton,2023/07/19 21:15,UTCZ,0.00,870.00,10.00,10.00,,-800.00,,-800.00,69.00
Brierton,2023/07/19 21:20,UTCZ,0.00,740.00,10.00,10.00,,-800.00,,-800.00,68.00
Brierton,2023/07/19 21:25,UTCZ,0.00,560.00,20.00,20.00,,-600.00,,-600.00,67.00
Brierton,2023/07/19 21:30,UTCZ,0.00,590.00,-10.00,,-10.00,-600.00,,-600.00,66.00
Brierton,2023/07/19 21:35,UTCZ,0.00,570.00,0.00,,,-600.00,,-600.00,65.00
Brierton,2023/07/19 21:40,UTCZ,0.00,580.00,10.00,10.00,,-600.00,,-600.00,64.00
Brierton,2023/07/19 21:45,UTCZ,0.00,820.00,20.00,20.00,,-800.00,,-800.00,62.00
Brierton,2023/07/19 21:50,UTCZ,0.00,820.00,-50.00,,-50.00,-900.00,,-900.00,61.00
Brierton,2023/07/19 21:55,UTCZ,0.00,820.00,10.00,10.00,,-800.00,,-800.00,59.00
Brierton,2023/07/19 22:00,UTCZ,0.00,810.00,0.00,,,-800.00,,-800.00,57.00
Brierton,2023/07/19 22:05,UTCZ,0.00,500.00,0.00,,,-500.00,,-500.00,56.00
Brierton,2023/07/19 22:10,UTCZ,0.00,500.00,0.00,,,-500.00,,-500.00,56.00
Brierton,2023/07/19 22:15,UTCZ,0.00,490.00,10.00,10.00,,-500.00,,-500.00,54.00
Brierton,2023/07/19 22:20,UTCZ,0.00,550.00,30.00,30.00,,-500.00,,-500.00,52.00
Brierton,2023/07/19 22:25,UTCZ,0.00,880.00,-30.00,,-30.00,-800.00,,-800.00,51.00
Brierton,2023/07/19 22:30,UTCZ,0.00,1390.00,410.00,410.00,,-1300.00,,-1300.00,50.00
Brierton,2023/07/19 22:40,UTCZ,0.00,1100.00,390.00,390.00,,-1100.00,,-1100.00,47.00
Brierton,2023/07/19 22:45,UTCZ,0.00,620.00,10.00,10.00,,-600.00,,-600.00,45.00
Brierton,2023/07/19 22:50,UTCZ,0.00,650.00,10.00,10.00,,-600.00,,-600.00,44.00
Brierton,2023/07/19 22:55,UTCZ,0.00,700.00,-10.00,,-10.00,-700.00,,-700.00,43.00
Brierton,2023/07/19 23:00,UTCZ,0.00,670.00,-40.00,,-40.00,-700.00,,-700.00,42.00
Brierton,2023/07/19 23:05,UTCZ,0.00,640.00,10.00,10.00,,-700.00,,-700.00,40.00
Brierton,2023/07/19 23:10,UTCZ,0.00,730.00,0.00,,,-800.00,,-800.00,39.00
Brierton,2023/07/19 23:15,UTCZ,0.00,690.00,20.00,20.00,,-700.00,,-700.00,37.00
Brierton,2023/07/19 23:20,UTCZ,0.00,570.00,0.00,,,-600.00,,-600.00,36.00
Brierton,2023/07/19 23:25,UTCZ,0.00,550.00,10.00,10.00,,-600.00,,-600.00,35.00
Brierton,2023/07/19 23:30,UTCZ,0.00,590.00,0.00,,,-600.00,,-600.00,34.00
Brierton,2023/07/19 23:35,UTCZ,0.00,4050.00,-1630.00,,-1630.00,-2500.00,,-2500.00,32.00
Brierton,2023/07/19 23:40,UTCZ,0.00,3210.00,-840.00,,-840.00,-2500.00,,-2500.00,27.00
Brierton,2023/07/19 23:45,UTCZ,0.00,3370.00,-1030.00,,-1030.00,-2500.00,,-2500.00,23.00
Brierton,2023/07/19 23:50,UTCZ,0.00,1840.00,-1840.00,,-1840.00,0.00,,,20.00
Brierton,2023/07/19 23:55,UTCZ,0.00,1880.00,-1850.00,,-1850.00,0.00,,,20.00
Brierton,2023/07/20 00:00,UTCZ,0.00,3340.00,-3400.00,,-3400.00,0.00,,,20.00
Brierton,2023/07/20 00:05,UTCZ,0.00,1670.00,-1690.00,,-1690.00,0.00,,,20.00
Brierton,2023/07/20 00:10,UTCZ,0.00,1680.00,-1780.00,,-1780.00,0.00,,,20.00
Brierton,2023/07/20 00:15,UTCZ,0.00,3140.00,-3160.00,,-3160.00,0.00,,,20.00
Brierton,2023/07/20 00:20,UTCZ,0.00,3160.00,-3140.00,,-3140.00,0.00,,,20.00
Brierton,2023/07/20 00:25,UTCZ,0.00,1710.00,-1670.00,,-1670.00,0.00,,,20.00
Brierton,2023/07/20 00:30,UTCZ,0.00,3320.00,-3280.00,,-3280.00,0.00,,,20.00
Brierton,2023/07/20 00:35,UTCZ,0.00,3290.00,-3380.00,,-3380.00,0.00,,,20.00
Brierton,2023/07/20 00:40,UTCZ,0.00,1860.00,-1920.00,,-1920.00,0.00,,,20.00
Brierton,2023/07/20 00:45,UTCZ,0.00,3260.00,-3250.00,,-3250.00,0.00,,,20.00
Brierton,2023/07/20 00:50,UTCZ,0.00,3190.00,-3000.00,,-3000.00,0.00,,,20.00
Brierton,2023/07/20 00:55,UTCZ,0.00,1610.00,-1600.00,,-1600.00,0.00,,,20.00
Brierton,2023/07/20 01:00,UTCZ,0.00,3710.00,-3720.00,,-3720.00,0.00,,,20.00
Brierton,2023/07/20 01:05,UTCZ,0.00,5460.00,-5460.00,,-5460.00,0.00,,,20.00
Brierton,2023/07/20 01:10,UTCZ,0.00,1450.00,-1450.00,,-1450.00,0.00,,,20.00
Brierton,2023/07/20 01:15,UTCZ,0.00,2910.00,-2910.00,,-2910.00,0.00,,,20.00
Brierton,2023/07/20 01:20,UTCZ,0.00,2990.00,-2990.00,,-2990.00,0.00,,,20.00
Brierton,2023/07/20 01:25,UTCZ,0.00,1520.00,-1530.00,,-1530.00,0.00,,,20.00
Brierton,2023/07/20 01:30,UTCZ,0.00,1520.00,-1530.00,,-1530.00,0.00,,,20.00
Brierton,2023/07/20 01:35,UTCZ,0.00,260.00,-260.00,,-260.00,0.00,,,20.00
Brierton,2023/07/20 01:40,UTCZ,0.00,240.00,-250.00,,-250.00,0.00,,,20.00
Brierton,2023/07/20 01:45,UTCZ,0.00,230.00,-230.00,,-230.00,0.00,,,20.00
Brierton,2023/07/20 01:50,UTCZ,0.00,200.00,-210.00,,-210.00,0.00,,,20.00
Brierton,2023/07/20 01:55,UTCZ,0.00,170.00,-170.00,,-170.00,0.00,,,20.00
Brierton,2023/07/20 02:00,UTCZ,0.00,300.00,-960.00,,-960.00,1000.00,1000.00,,20.00
Brierton,2023/07/20 02:05,UTCZ,0.00,240.00,-3020.00,,-3020.00,2400.00,2400.00,,25.00
Brierton,2023/07/20 02:10,UTCZ,0.00,240.00,-3020.00,,-3020.00,2500.00,2500.00,,29.00
Brierton,2023/07/20 02:15,UTCZ,0.00,220.00,-2980.00,,-2980.00,2500.00,2500.00,,34.00
Brierton,2023/07/20 02:20,UTCZ,0.00,70.00,-2840.00,,-2840.00,2400.00,2400.00,,37.00
Brierton,2023/07/20 02:25,UTCZ,0.00,60.00,-2820.00,,-2820.00,2400.00,2400.00,,42.00
Brierton,2023/07/20 02:30,UTCZ,0.00,60.00,-2810.00,,-2810.00,2500.00,2500.00,,46.00
Brierton,2023/07/20 02:35,UTCZ,0.00,60.00,-2820.00,,-2820.00,2500.00,2500.00,,49.00
Brierton,2023/07/20 02:40,UTCZ,0.00,60.00,-2820.00,,-2820.00,2500.00,2500.00,,54.00
Brierton,2023/07/20 02:45,UTCZ,0.00,60.00,-2820.00,,-2820.00,2400.00,2400.00,,58.00
Brierton,2023/07/20 02:50,UTCZ,0.00,200.00,-2960.00,,-2960.00,2500.00,2500.00,,62.00
Brierton,2023/07/20 02:55,UTCZ,0.00,190.00,-2970.00,,-2970.00,2500.00,2500.00,,66.00
Brierton,2023/07/20 03:00,UTCZ,0.00,200.00,-2960.00,,-2960.00,2400.00,2400.00,,70.00
Brierton,2023/07/20 03:05,UTCZ,0.00,200.00,-2960.00,,-2960.00,2400.00,2400.00,,75.00
Brierton,2023/07/20 03:10,UTCZ,0.00,190.00,-2960.00,,-2960.00,2500.00,2500.00,,78.00
Brierton,2023/07/20 03:15,UTCZ,0.00,190.00,-2950.00,,-2950.00,2400.00,2400.00,,83.00
Brierton,2023/07/20 03:20,UTCZ,0.00,190.00,-2960.00,,-2960.00,2500.00,2500.00,,87.00
Brierton,2023/07/20 03:25,UTCZ,0.00,190.00,-2960.00,,-2960.00,2400.00,2400.00,,90.00
Brierton,2023/07/20 03:30,UTCZ,0.00,200.00,-1420.00,,-1420.00,1000.00,1000.00,,92.00
Brierton,2023/07/20 03:35,UTCZ,0.00,190.00,-1410.00,,-1410.00,1000.00,1000.00,,94.00
Brierton,2023/07/20 03:40,UTCZ,0.00,320.00,-1540.00,,-1540.00,1000.00,1000.00,,96.00
Brierton,2023/07/20 03:45,UTCZ,0.00,320.00,-1540.00,,-1540.00,1000.00,1000.00,,98.00
Brierton,2023/07/20 03:50,UTCZ,0.00,330.00,-990.00,,-990.00,400.00,400.00,,99.00
Brierton,2023/07/20 03:55,UTCZ,0.00,330.00,-990.00,,-990.00,400.00,400.00,,99.00
Brierton,2023/07/20 04:00,UTCZ,0.00,330.00,0.00,,,-300.00,,-300.00,99.00
Brierton,2023/07/20 04:05,UTCZ,0.00,330.00,0.00,,,-300.00,,-300.00,98.00
Brierton,2023/07/20 04:10,UTCZ,0.00,320.00,0.00,,,-300.00,,-300.00,98.00
Brierton,2023/07/20 04:20,UTCZ,0.00,320.00,0.00,,,-300.00,,-300.00,97.00
Brierton,2023/07/20 04:25,UTCZ,0.00,330.00,0.00,,,-300.00,,-300.00,96.00
Brierton,2023/07/20 04:30,UTCZ,0.00,320.00,0.00,,,-300.00,,-300.00,96.00
Brierton,2023/07/20 04:35,UTCZ,0.00,70.00,10.00,10.00,,-100.00,,-100.00,95.00
Brierton,2023/07/20 04:40,UTCZ,0.00,240.00,30.00,30.00,,-200.00,,-200.00,95.00
Brierton,2023/07/20 04:45,UTCZ,0.00,250.00,-40.00,,-40.00,-200.00,,-200.00,94.00
Brierton,2023/07/20 04:50,UTCZ,0.00,250.00,0.00,,,-200.00,,-200.00,94.00
Brierton,2023/07/20 04:55,UTCZ,0.00,230.00,10.00,10.00,,-200.00,,-200.00,93.00
Brierton,2023/07/20 05:00,UTCZ,0.00,230.00,-40.00,,-40.00,-200.00,,-200.00,93.00
Brierton,2023/07/20 05:05,UTCZ,0.00,230.00,20.00,20.00,,-200.00,,-200.00,92.00
Brierton,2023/07/20 05:10,UTCZ,0.00,220.00,30.00,30.00,,-200.00,,-200.00,92.00
Brierton,2023/07/20 05:15,UTCZ,0.00,220.00,-30.00,,-30.00,-200.00,,-200.00,91.00
Brierton,2023/07/20 05:20,UTCZ,0.00,230.00,20.00,20.00,,-200.00,,-200.00,91.00
Brierton,2023/07/20 05:25,UTCZ,0.00,210.00,0.00,,,-200.00,,-200.00,90.00
Brierton,2023/07/20 05:30,UTCZ,0.00,210.00,20.00,20.00,,-200.00,,-200.00,90.00
Brierton,2023/07/20 05:35,UTCZ,0.00,200.00,-40.00,,-40.00,-200.00,,-200.00,89.00
Brierton,2023/07/20 05:40,UTCZ,0.00,200.00,30.00,30.00,,-200.00,,-200.00,89.00
Brierton,2023/07/20 05:45,UTCZ,0.00,200.00,20.00,20.00,,-100.00,,-100.00,88.00
Brierton,2023/07/20 05:50,UTCZ,0.00,200.00,10.00,10.00,,-100.00,,-100.00,88.00
Brierton,2023/07/20 05:55,UTCZ,0.00,210.00,20.00,20.00,,-100.00,,-100.00,88.00
Brierton,2023/07/20 06:00,UTCZ,0.00,190.00,-40.00,,-40.00,-100.00,,-100.00,87.00
Brierton,2023/07/20 06:05,UTCZ,0.00,40.00,0.00,,,0.00,,,87.00
Brierton,2023/07/20 06:10,UTCZ,100.00,70.00,10.00,10.00,,0.00,,,87.00
Brierton,2023/07/20 06:15,UTCZ,100.00,70.00,-20.00,,-20.00,0.00,,,87.00
Brierton,2023/07/20 06:20,UTCZ,100.00,40.00,10.00,10.00,,100.00,100.00,,88.00
Brierton,2023/07/20 06:25,UTCZ,200.00,240.00,-40.00,,-40.00,0.00,,,88.00
Brierton,2023/07/20 06:30,UTCZ,200.00,210.00,-10.00,,-10.00,0.00,,,88.00
Brierton,2023/07/20 06:35,UTCZ,300.00,190.00,30.00,30.00,,0.00,,,88.00
Brierton,2023/07/20 06:40,UTCZ,300.00,190.00,20.00,20.00,,0.00,,,88.00
Brierton,2023/07/20 06:45,UTCZ,300.00,80.00,-30.00,,-30.00,200.00,200.00,,88.00
Brierton,2023/07/20 06:50,UTCZ,300.00,70.00,30.00,30.00,,100.00,100.00,,89.00
Brierton,2023/07/20 06:55,UTCZ,400.00,70.00,-20.00,,-20.00,200.00,200.00,,89.00
Brierton,2023/07/20 07:00,UTCZ,600.00,70.00,20.00,20.00,,400.00,400.00,,90.00
Brierton,2023/07/20 07:10,UTCZ,1700.00,200.00,340.00,340.00,,1000.00,1000.00,,91.00
Brierton,2023/07/20 07:15,UTCZ,900.00,200.00,-30.00,,-30.00,500.00,500.00,,92.00
Brierton,2023/07/20 07:20,UTCZ,700.00,190.00,-30.00,,-30.00,300.00,300.00,,93.00
Brierton,2023/07/20 07:25,UTCZ,700.00,3040.00,0.00,,,-2400.00,,-2400.00,94.00
Brierton,2023/07/20 07:30,UTCZ,800.00,40.00,-30.00,,-30.00,600.00,600.00,,94.00
Brierton,2023/07/20 07:35,UTCZ,800.00,60.00,-30.00,,-30.00,600.00,600.00,,95.00
Brierton,2023/07/20 07:40,UTCZ,900.00,60.00,-20.00,,-20.00,700.00,700.00,,96.00
Brierton,2023/07/20 07:45,UTCZ,1000.00,40.00,-30.00,,-30.00,800.00,800.00,,98.00
Brierton,2023/07/20 07:50,UTCZ,2200.00,270.00,1330.00,1330.00,,400.00,400.00,,99.00
Brierton,2023/07/20 07:55,UTCZ,1600.00,210.00,680.00,680.00,,400.00,400.00,,99.00
Brierton,2023/07/20 08:00,UTCZ,1600.00,210.00,1320.00,1320.00,,0.00,,,99.00
Brierton,2023/07/20 08:05,UTCZ,1200.00,200.00,910.00,910.00,,0.00,,,99.00
Brierton,2023/07/20 08:10,UTCZ,1000.00,60.00,900.00,900.00,,0.00,,,99.00
Brierton,2023/07/20 08:15,UTCZ,1000.00,60.00,900.00,900.00,,0.00,,,99.00
Brierton,2023/07/20 08:20,UTCZ,1100.00,60.00,950.00,950.00,,0.00,,,100.00
Brierton,2023/07/20 08:25,UTCZ,1100.00,70.00,1060.00,1060.00,,0.00,,,100.00
Brierton,2023/07/20 08:30,UTCZ,2600.00,60.00,1770.00,1770.00,,0.00,,,100.00
Brierton,2023/07/20 08:35,UTCZ,2900.00,2900.00,-50.00,,-50.00,0.00,,,98.00
Brierton,2023/07/20 08:40,UTCZ,3100.00,3010.00,-10.00,,-10.00,0.00,,,97.00
Brierton,2023/07/20 08:45,UTCZ,3200.00,2900.00,210.00,210.00,,0.00,,,96.00
Brierton,2023/07/20 08:50,UTCZ,3000.00,2850.00,140.00,140.00,,0.00,,,96.00
Brierton,2023/07/20 08:55,UTCZ,2400.00,4800.00,-260.00,,-260.00,-2600.00,,-2600.00,92.00
Brierton,2023/07/20 09:00,UTCZ,2400.00,4800.00,-260.00,,-260.00,-2600.00,,-2600.00,92.00
Brierton,2023/07/20 09:05,UTCZ,1300.00,2850.00,0.00,,,-1600.00,,-1600.00,85.00
Brierton,2023/07/20 09:15,UTCZ,2100.00,4820.00,-390.00,,-390.00,-2600.00,,-2600.00,82.00
Brierton,2023/07/20 09:20,UTCZ,1200.00,4950.00,-1290.00,,-1290.00,-2500.00,,-2500.00,78.00
Brierton,2023/07/20 09:25,UTCZ,1100.00,2250.00,-30.00,,-30.00,-1100.00,,-1100.00,75.00
